Title,Company,High,Low,Price,Volume,Change,,% Change
MTBC,Medical Transc Bl,3.450,3.400,3.450,"4,574",0.020,,0.58,
MTBCP,Mtbc 11% Sr A Prf ST,24.66,24.63,24.63,"1,156",-0.02,,0.08,
MTCH,Match Group Inc CS,43.31,42.53,42.54,"90,653",-0.02,,0.05,
MTEC,Mtech Acquisition Corp. Class A,9.600,9.600,9.600,400,0.000,,0.00,
MTECU,Mtech Acquisition Corp. Unit,10.14,10.14,10.14,100,0.01,,0.10,
MTECW,Mtech Acquisition Corp. Warrant,0.6200,0.6200,0.6200,"90,200",-0.0700,,10.14,
MTEM,Molecular Templates Inc,9.000,8.730,8.900,700,-0.100,,1.11,
MTEX,Mannatech Inc,17.50,17.40,17.50,529,0.10,,0.57,
MTFB,Motif Bio Plc,10.95,10.01,10.01,"2,740",-0.74,,6.88,
MTFBW,Motif Bio Plc Warrants To Purchase Adrs,3.800,3.800,3.800,100,0.400,,11.76,
MTGE,American Cap Mtg Inv,17.90,17.80,17.82,"10,226",-0.02,,0.11,
MTGEP,Amrcn Cap Mt Sr A PS,25.59,25.37,25.59,"1,000",-0.04,,0.16,
MTLS,Materialise Nv Ads,11.79,11.52,11.55,"16,465",0.20,,1.76,
MTP,Midatech Pharma Ads,0.8390,0.7250,0.8390,900,0.0190,,2.32,
MTRX,Matrix Service Co,14.85,13.88,14.75,"13,150",0.45,,3.15,
MTSC,M T S Systems Cp,52.00,52.00,52.00,499,0.30,,0.58,
MTSI,Macom Technology S,17.97,17.56,17.62,"69,105",-0.02,,0.11,
MTSL,Mer Telemanagement Solutions Ltd,1.620,1.620,1.620,"1,000",-0.050,,2.99,
MU,Micron Technology,52.20,51.13,51.32,"11,729,367",-2.06,,3.86,
MUDS,Mudrick Capital Acquisition Corporation,9.610,9.550,9.610,"2,900",-0.010,,0.10,
MUDSU,Mudrick Capital Acquisition Corporation,10.20,10.15,10.17,500,-0.03,,0.29,
MUDSW,Mudrick Capital Acquisition Corporation,0.6500,0.6250,0.6500,"60,100",0.0000,,0.00,
MVBF,Mvb Financial Corp,19.65,19.29,19.49,"3,100",0.14,,0.72,
MVIS,Microvision,1.050,1.020,1.020,"15,599",-0.020,,1.92,
MXIM,Maxim Integrated,59.76,58.90,58.91,"70,967",-0.29,,0.49,
MXWL,Maxwell Technologies,5.720,5.620,5.680,"11,301",0.060,,1.07,
MYGN,Myriad Genetics Inc,30.05,29.62,29.71,"11,543",-0.08,,0.27,
MYL,Mylan Nv Ord Shs,40.95,40.56,40.69,"132,372",-0.11,,0.27,
MYND,Mynd Analytics Inc,1.550,1.500,1.510,"18,542",-0.040,,2.58,
MYNDW,Mynd Analytics Inc Warrant,0.2000,0.2000,0.2000,"1,350",-0.1500,,42.86,
MYOK,Myokardia Inc Cm ST,49.30,48.45,48.45,"5,513",-0.05,,0.10,
MYOS,Myos Rens Tech,1.400,1.340,1.360,"13,394",0.010,,0.74,
MYRG,MYR Group Inc,31.24,30.13,31.12,"53,300",0.52,,1.70,
MYSZ,My Size Inc,1.210,1.170,1.190,"49,108",0.000,,0.00,
MZOR,Mazor Robotics Ads,60.94,59.99,59.99,"28,842",0.34,,0.57,
NAII,Natural Alternativ,11.15,9.46,11.08,"8,200",0.03,,0.23,
NAKD,Naked Brand Group CS,1.490,1.470,1.470,"2,302",-0.010,,0.68,
NANO,Nanometrics Inc,27.08,26.63,26.85,"3,385",0.18,,0.67,
NAOV,Nanovibronix Inc,4.850,4.750,4.850,"4,900",0.340,,7.54,
NATH,Nathan's Famous In,74.70,72.35,74.35,"4,103",0.65,,0.88,
NATI,Natl Instruments Cor,49.39,49.11,49.13,"21,898",0.27,,0.55,
NATR,Nature S Sunshine,10.500,9.550,10.000,"24,300",-0.450,,4.31,
NAUH,National American Un,1.080,1.000,1.040,"3,010",-0.100,,8.70,
NAVG,Navigators Grp Inc,57.85,57.20,57.35,596,-0.28,,0.49,
NAVI,Navient Cp,13.33,13.10,13.30,"329,716",0.46,,3.58,
NBEV,New Age Beverages Corp,2.310,2.260,2.290,"20,337",-0.020,,0.87,
NBIX,Neurocrine Bioscienc,80.18,78.83,78.90,"21,733",-1.07,,1.34,
NBN,Northeast Bncp,20.70,20.45,20.45,795,0.10,,0.49,
NBRV,Nabriva Therape Ads,4.650,4.560,4.610,"13,215",0.050,,1.10,
NBTB,NBT Bancorp Inc,35.95,35.74,35.74,"2,908",-0.09,,0.25,
NCBS,Nicolet Bnkshr,55.30,54.03,55.18,"26,400",0.55,,1.01,
NCMI,National Cinemedia,5.330,5.210,5.210,"31,207",-0.080,,1.51,
NCNA,Nucana Plc ADR,23.71,23.71,23.71,"2,376",0.78,,3.40,
NCOM,National Commerce,44.50,44.20,44.25,"5,534",0.15,,0.34,
NCSM,Ncs Multistage Holdings Inc,16.27,15.36,16.27,"17,388",0.51,,3.24,
NCTY,The9 Ltd,0.5300,0.5000,0.5000,"10,029",0.0000,,0.00,
NDAQ,Nasdaq Inc,86.71,86.28,86.28,"54,465",0.06,,0.07,
NDLS,Noodles & Co Cla,7.600,7.250,7.370,"12,485",-0.220,,2.89,
NDRA,Endra Life Sciences Inc,2.630,2.570,2.570,"4,500",-0.060,,2.28,
NDRAW,Endra Life Sciences Inc Warrants,0.5000,0.5000,0.5000,700,-0.3100,,38.27,
NDSN,Nordson Corp,136.7,134.6,135.7,"4,465",-0.1,,0.05,
NEBUU,Nebula Acquisition Corporation Unit,10.15,10.00,10.10,"15,300",-0.01,,0.05,
NEBUW,Nebula Acquisition Corporation Warrant,1.250,1.250,1.250,900,0.000,,0.00,
NEO,Neogenomics Inc,8.290,8.130,8.140,"6,074",-0.040,,0.49,
NEOG,Neogen Cp,67.79,67.14,67.79,"2,933",0.52,,0.77,
NEON,Neonode Inc,0.4400,0.4300,0.4300,"10,503",0.0200,,4.88,
NEOS,Neos Therapeutics,8.650,8.350,8.450,"6,352",0.000,,0.00,
NEPT,Neptune Tech,2.830,2.780,2.780,"13,964",-0.020,,0.71,
NERV,Minerva Neuroscie,7.450,7.000,7.100,"12,609",-0.250,,3.40,
NESR,National Energy Services Reunited Corp,9.970,9.940,9.950,"299,500",0.010,,0.10,
NESRW,National Energy Services Reunited Corp,0.9900,0.7100,0.7100,"16,100",-0.2400,,25.26,
NETE,Net Element Inc,7.330,6.970,6.970,"51,874",0.300,,4.50,
NEWA,Newater Technology Inc Ordinary Shares,23.47,22.88,23.41,"43,007",0.51,,2.23,
NEWT,Newtek Bus Svcs,18.12,17.88,17.99,"8,473",-0.06,,0.33,
NEWTI,Newtek Business Services Corp. 6.25%,25.64,25.60,25.64,575,-0.03,,0.12,
NEWTL,Newtek Business 7%Nt,25.39,25.38,25.38,400,0.00,,0.00,
NEWTZ,Newtek 7.5% NTS 2022,25.68,25.67,25.68,200,0.21,,0.82,
NEXT,Nextdecade Corp,5.480,5.300,5.300,976,-0.040,,0.75,
NFBK,Northfield Bncrp Del,15.77,15.46,15.60,764,-0.03,,0.19,
NFEC,NF Energy Saving Cor,1.420,1.150,1.420,"49,235",0.270,,23.48,
NFLX,Netflix Inc,295.8,289.1,289.7,"1,683,969",0.8,,0.27,
NGHC,National General Hld,24.81,24.45,24.58,"8,545",0.07,,0.29,
NGHCN,National General Holdings Corp,24.66,24.66,24.66,"1,790",-0.19,,0.76,
NGHCO,National Gnl Hld Ds,24.89,24.77,24.89,"6,500",0.06,,0.24,
NGHCP,National Gen Srs A,25.23,25.12,25.22,"16,000",0.10,,0.38,
NGHCZ,National Gen Sub NTS,25.02,24.81,25.00,"8,300",0.20,,0.81,
NH,Nanthealth Inc,3.040,3.010,3.010,"6,527",-0.020,,0.66,
NHLD,National Holdings,4.270,4.270,4.270,"2,185",-0.060,,1.39,
NHLDW,National Holdings Corporation Warrants,1.480,1.200,1.480,"1,600",0.180,,13.85,
NHTC,Natural Hlth Trd,19.01,18.72,18.72,731,-0.20,,1.06,
NICE,Nice Ltd,93.45,92.28,92.84,"2,632",1.34,,1.46,
NICK,Nicholas Fincl Inc,9.050,8.910,9.050,201,0.140,,1.57,
NIHD,NII Holdings,2.220,2.150,2.190,"80,020",0.040,,1.86,
NITE,Nightstar Therapeutics Plc ADR,13.20,12.32,12.33,"8,300",-0.02,,0.16,
NK,Nantkwest Inc CS,3.910,3.800,3.800,"3,101",-0.030,,0.78,
NKSH,Natl Bankshares Inc,45.25,43.65,44.35,"7,900",0.45,,1.03,
NKTR,Nektar Therapeutics,103.1,100.9,101.6,"86,378",-0.3,,0.27,
NLNK,Newlink Genetics Cor,7.420,7.310,7.330,"16,795",0.010,,0.14,
NLST,Netlist Inc,0.2300,0.2155,0.2300,"92,659",0.0000,,0.00,
NMIH,Nmi Holdings Cmn A,17.45,17.10,17.12,"32,982",0.02,,0.12,
NMRD,Nemaura Med Inc,4.600,4.200,4.210,"6,000",-0.410,,8.87,
NMRK,Newmark Group Inc Class A,15.22,15.10,15.10,"3,364",-0.06,,0.40,
NNBR,NN Inc,24.63,23.65,23.95,"27,895",0.30,,1.27,
NNDM,Nano Dimension Ads,1.810,1.770,1.770,"5,099",0.000,,0.00,
NODK,Ni Holdings Inc,16.71,16.40,16.40,"4,893",-0.09,,0.55,
NOVN,Novan Inc,2.800,2.800,2.800,"1,123",-0.040,,1.41,
NOVT,Novanta Inc,52.50,52.15,52.15,"5,571",0.40,,0.77,
NRCIA,National Resh Cla,30.90,30.90,30.90,376,0.05,,0.16,
NRCIB,Natl Research Cl B,48.84,47.88,48.84,300,-1.00,,2.00,
NRIM,Northrim Bancorp Inc,34.70,34.10,34.55,"5,700",0.50,,1.47,
NSEC,Natl Security Gp I,16.05,15.45,16.05,"2,400",0.24,,1.52,
NSIT,Insight Enterpr,34.26,33.70,34.10,"14,885",0.27,,0.80,
NSSC,Napco Sec Tech Inc,10.55,10.45,10.45,833,-0.15,,1.42,
NSTG,Nanostring Tech,7.990,7.610,7.780,"13,952",-0.070,,0.89,
NSYS,Nortech Systems In,2.810,2.770,2.810,"1,300",0.000,,0.00,
NTAP,Netapp Inc,62.63,61.71,61.77,"113,607",-0.34,,0.55,
NTCT,Netscout Systems I,26.80,26.50,26.62,"22,770",0.17,,0.64,
NTEC,Intec Pharma Ord Shr,6.500,6.250,6.350,"1,222",-0.050,,0.78,
NTES,Netease Inc Ads,282.5,278.1,278.5,"116,230",1.6,,0.56,
NTGR,Netgear Inc,59.31,58.55,58.55,"8,194",-0.20,,0.34,
NTIC,Northern Tech Inc,23.00,23.00,23.00,370,0.65,,2.91,
NTLA,Intellia Thera CS,22.50,21.75,21.90,"74,296",-0.18,,0.82,
NTNX,Nutanix Inc,50.95,50.10,50.12,"475,327",-0.14,,0.28,
NTRA,Natera Inc,9.080,8.880,8.880,"3,116",-0.100,,1.11,
NTRI,Nutrisystem Inc,28.80,27.86,27.95,"38,361",-0.80,,2.78,
NTRP,Neurotrope Inc,8.200,8.020,8.200,"2,015",0.150,,1.86,
NTRS,Northern Trust Corp,105.8,104.6,104.7,"68,293",-0.1,,0.10,
NTRSP,Northern TR Dep Shs,26.77,26.77,26.77,"10,005",0.00,,0.00,
NTWK,Netsol Tech Inc,4.600,4.600,4.600,202,0.000,,0.00,
NUAN,Nuance Communicatns,15.46,15.27,15.30,"185,786",0.01,,0.07,
NURO,Neurometrix Inc,1.440,1.430,1.440,446,0.040,,2.86,
NUROW,Neurometrix Inc WT,0.0400,0.0400,0.0400,"2,500",-0.0200,,33.33,
NUVA,Nuvasive Inc,54.98,53.96,54.01,"22,982",-0.08,,0.15,
NVAX,Novavax Inc,2.220,2.150,2.160,"1,006,322",-0.070,,3.14,
NVCN,Neovasc Inc,0.0440,0.0352,0.0377,"41,820,893",-0.0023,,5.75,
NVCR,Novocure Ltd Ord Sh,20.60,20.30,20.33,"41,686",-0.02,,0.10,
NVDA,Nvidia Corp,229.1,224.0,224.7,"2,037,039",-1.5,,0.68,
NVEC,Nve Corp,80.61,78.32,78.32,"2,133",-1.98,,2.47,
NVEE,Nv5 Global,58.50,57.95,58.15,"7,420",0.35,,0.61,
NVFY,Nova Lifestyle Inc,1.680,1.610,1.670,"8,343",0.040,,2.45,
NVIV,Invivo Theraptc,0.5100,0.4900,0.5100,"2,021",0.0000,,0.00,
NVLN,Novelion Therapeutics Inc,3.400,3.350,3.350,"2,137",-0.030,,0.89,
NVMI,Nova Measuring Instr,26.80,26.55,26.75,"4,428",0.26,,0.98,
NVMM,Novume Solutions Inc,3.620,3.400,3.400,"8,800",-0.200,,5.56,
NVTR,Nuvectra Corp Cmn ST,13.21,12.53,13.21,"5,457",0.35,,2.72,
NVUS,Novus Therapeutics Inc,5.140,4.850,5.010,"67,300",0.300,,6.37,
NWBI,Northwest Bancshares,16.69,16.48,16.53,"18,769",0.01,,0.06,
NWFL,Norwood Financial Cp,29.72,29.24,29.35,"2,100",-0.75,,2.49,
NWLI,Natl Wstrn Life Gp A,301.7,301.7,301.7,191,-2.2,,0.73,
NWPX,Northwest Pipe Co,18.66,18.48,18.50,"1,684",0.10,,0.54,
NWS,News Cp Cl B Cmn ST,16.10,15.85,16.00,"100,543",0.00,,0.00,
NWSA,News Cp Cl A Cmn ST,15.85,15.63,15.80,"839,164",0.02,,0.13,
NXEO,Nexeo Solutions Inc,10.81,10.70,10.72,"9,801",0.08,,0.75,
NXEOU,Nexeo Solutions Inc,11.10,11.10,11.10,200,0.01,,0.09,
NXEOW,Nexeo Solutions Inc,0.8200,0.7500,0.7700,"3,000",-0.0500,,6.10,
NXPI,Nxp Semiconductors,116.2,115.3,115.6,"727,460",0.2,,0.16,
NXST,Nexstar Broadcasting,70.99,64.85,65.00,"20,163",0.15,,0.23,
NXTD,Nxt-Id Inc,1.980,1.960,1.970,"23,602",0.030,,1.55,
NXTDW,Nxt-Id Inc Warrant,0.3700,0.3400,0.3700,470,0.0200,,5.71,
NXTM,Nxstage Medical Inc,26.04,25.45,25.96,"67,702",0.30,,1.17,
NYMT,New York Mtge Trust,5.970,5.940,5.950,"36,419",0.000,,0.00,
NYMTN,New York Mortgage Trust Inc 8.00% Series,23.57,23.31,23.40,"19,200",-0.10,,0.43,
NYMTO,New York Mort 7.875,23.75,23.75,23.75,400,0.16,,0.68,
NYMTP,New York Mrtg 7.75 B,23.34,23.15,23.34,"4,285",0.36,,1.57,
NYMX,Nymox Pharm Corp,4.210,4.130,4.130,"5,646",-0.020,,0.48,
NYNY,Empire Resorts Inc,18.50,18.00,18.00,843,-0.30,,1.64,
OASM,Oasmia Pharmaceu Ads,1.295,1.240,1.295,"11,600",0.000,,0.00,
OBAS,Optibase Ltd,8.150,8.150,8.150,100,-0.050,,0.61,
OBCI,Ocean Bio Chem Inc,3.870,3.750,3.845,"11,700",0.075,,1.99,
OBLN,Obalon Therapeutics Inc,3.320,3.320,3.320,200,-0.120,,3.49,
OBSV,Obseva Sa Ordinary Shares,14.27,12.97,13.62,"13,400",0.41,,3.10,
OCC,Optical Cable Corp,2.880,2.840,2.840,"7,100",-0.010,,0.35,
OCFC,Oceanfirst Finl Corp,26.82,26.43,26.45,"16,636",-0.17,,0.64,
OCLR,Oclaro Inc,9.670,9.550,9.590,"228,892",0.040,,0.42,
OCSI,Oaktree Strategic Income Corp,7.930,7.840,7.930,"1,966",0.050,,0.63,
OCSL,Oaktree Specialty Lending Corp,4.380,4.350,4.370,"78,873",0.010,,0.23,
OCSLL,Oaktree Specialty Lending Corp 6.125 Sn,24.91,24.91,24.91,600,0.10,,0.40,
OCUL,Ocular Therapeut,6.740,6.570,6.620,"9,818",-0.020,,0.30,
ODFL,Old Dominion Freig,147.2,144.6,144.6,"50,034",-1.7,,1.16,
ODP,Office Depot,2.130,2.060,2.070,"319,530",-0.040,,1.90,
ODT,Odonate Therapeutics Inc,21.67,21.42,21.67,"1,114",0.34,,1.59,
OESX,Orion Energy Syst,0.7900,0.7900,0.7900,"1,035",-0.0100,,1.25,
OFED,Oconee Fed Fin Corp,28.61,28.34,28.61,700,-0.13,,0.45,
OFIX,Orthofix Intl Nv,59.69,58.79,58.79,"6,484",-0.34,,0.58,
OFLX,Omega Flex Inc,65.49,64.27,64.67,591,-0.74,,1.13,
OFS,Ofs Capital Corporat,11.04,10.96,10.96,"2,481",-0.04,,0.36,
OHAI,Oha Investmnt Cp,1.400,1.390,1.390,"3,244",0.010,,0.72,
OHGI,One Horizon Grp,0.7000,0.6600,0.6800,"37,261",-0.0100,,1.45,
OHRP,Ohr Pharmceutial,0.2241,0.2170,0.2241,"28,855",0.0041,,1.86,
OIIM,O2Micro Intl Ltd,1.400,1.370,1.370,"4,200",-0.020,,1.44,
OKDCC,Eaton Vance Nextshares Trust II Eaton,100.1,100.1,100.1,100,0.2,,0.17,
OKTA,Okta Inc Class A,40.10,39.68,39.87,"219,615",0.31,,0.78,
OLBK,Old Line Bancshs MD,32.89,32.85,32.89,290,0.09,,0.27,
OLD,Long-Term Care ETF,22.70,22.62,22.62,"1,602",-0.22,,0.96,
OLED,Universal Display,104.6,101.8,102.5,"151,538",1.8,,1.79,
OLLI,Ollies Bargain CS,59.00,54.70,55.40,"1,016,429",-5.05,,8.35,
OMAB,Grupo Aeroportuario,40.00,39.77,40.00,"1,063",0.46,,1.16,
OMCL,Omnicell Inc,43.70,42.86,43.50,"8,008",0.05,,0.12,
OMED,Oncomed Pharma,3.250,3.070,3.160,"2,048",0.020,,0.64,
OMER,Omeros Corp,13.72,12.83,12.98,"147,793",-0.51,,3.78,
OMEX,Odyssey Marine Expl,8.640,8.470,8.550,"2,982",0.000,,0.00,
OMNT,Ominto Inc,3.170,3.110,3.140,"3,195",0.040,,1.29,
ON,On Semiconductor,24.68,24.42,24.57,"701,443",0.24,,0.99,
ONB,Old National Bncp,17.05,16.87,16.92,"63,055",0.02,,0.12,
ONCE,Spark Therap,64.71,63.68,64.33,"14,149",-0.14,,0.22,
ONCS,Oncosec Medical,2.200,2.060,2.140,"340,848",0.000,,0.00,
ONEQ,Nasdaq Composite ETF,279.5,277.4,277.5,"8,043",0.5,,0.19,
ONS,Oncobiologics Inc,0.9400,0.9100,0.9300,"31,100",0.0100,,1.09,
ONSIW,Oncobiologics Inc,0.0400,0.0200,0.0400,"6,100",0.0050,,14.29,
ONSIZ,Oncobiologics Inc,0.0500,0.0300,0.0300,"12,700",-0.0200,,40.00,
ONTX,Onconova Therapeutic,0.9200,0.8800,0.8800,"4,998",-0.0200,,2.22,
ONTXW,Onconova Therapeutics Inc,0.3000,0.3000,0.3000,"1,200",0.0000,,0.00,
ONVO,Organovo Holdings,1.0100,0.9500,0.9500,"35,894",-0.0400,,4.04,
OPB,Opus Bank,28.85,28.60,28.60,"9,045",0.05,,0.18,
OPBK,Open Bank,12.32,12.32,12.32,"1,005",0.02,,0.16,
OPES,Opes Acquisition Corp.,9.700,9.680,9.700,"481,400",0.020,,0.21,
OPESU,Opes Acquisition Corp. Unit,10.10,10.08,10.08,200,0.05,,0.50,
OPESW,Opes Acquisition Corp. Wtarrant,0.3900,0.3500,0.3900,"22,400",0.0100,,2.63,
OPGN,Opgen Inc,1.860,1.700,1.740,"34,894",-0.050,,2.79,
OPGNW,Opgen Inc Warrant,0.5000,0.4500,0.5000,"1,300",-0.2400,,32.43,
OPHC,Optimumbank Hldgs,4.370,4.370,4.370,300,0.140,,3.31,
OPHT,Ophthotech Corp,2.700,2.650,2.670,"5,323",-0.010,,0.37,
OPK,Opko Health Inc,3.210,3.120,3.150,"175,518",-0.020,,0.63,
OPNT,Opiant Pharmaceuticals Inc,19.86,19.49,19.49,"5,463",0.59,,3.12,
OPOF,Old Point Finl Cp,26.26,26.26,26.26,275,0.21,,0.81,
OPTN,Optinose Inc,19.30,19.30,19.30,"1,316",0.30,,1.58,
OPTT,Ocean Power Tech Inc,1.090,1.070,1.090,"15,156",0.010,,0.93,
ORBC,Orbcomm Inc,9.190,9.070,9.070,"62,828",-0.040,,0.44,
ORBK,Orbotech Ltd,62.54,62.16,62.33,"32,534",0.34,,0.55,
OREX,Orexigen Therapeutic,0.3200,0.2200,0.2230,"3,735,400",-0.1170,,34.41,
ORG,Organics ETF,32.90,32.90,32.90,600,0.02,,0.06,
ORGS,Orgenesis Inc,10.99,10.05,10.05,"3,350",-0.20,,1.95,
ORIG,Ocean Rig Udw Inc,25.72,24.56,25.72,"13,827",0.36,,1.42,
ORIT,Oritani Financial,15.50,15.45,15.45,"2,564",-0.05,,0.32,
ORLY,O'Reilly Automotive,245.0,240.7,240.9,"34,870",-1.1,,0.47,
ORMP,Oramed Pharma,7.000,6.840,6.960,"7,124",0.460,,7.08,
ORPN,Bioblast Pharma Ltd,2.090,2.090,2.090,"1,125",0.040,,1.95,
ORRF,Orrstown Finl Svcs,24.02,23.85,23.85,458,-0.10,,0.42,
OSBC,Old Second Bancorp,14.10,14.00,14.00,"1,103",0.05,,0.36,
OSBCP,Old Second Bncp,10.48,10.46,10.48,"1,500",0.02,,0.19,
OSIS,O S I Systems Inc,64.23,63.66,63.88,"15,352",0.23,,0.36,
OSN,Ossen Innovation Co,2.200,2.080,2.200,"1,969",-0.010,,0.45,
OSPR,Osprey Energy Acquisition Corp Class A,9.620,9.620,9.620,900,0.000,,0.00,
OSPRU,Osprey Energy Acquisition Corp Unit,10.10,10.09,10.10,"2,400",0.09,,0.90,
OSPRW,Osprey Energy Acquisition Warrant,0.7600,0.7600,0.7600,"1,600",0.0000,,0.00,
OSS,One Stop Systems Inc.,4.320,4.140,4.140,"1,521",-0.210,,4.83,
OSTK,Overstock.Com Inc,35.75,34.20,34.80,"251,077",-0.85,,2.38,
OSUR,Orasure Tech Inc,17.08,16.89,16.92,"12,729",-0.03,,0.18,
OTEL,Otelco Cl A,15.95,15.25,15.95,"2,900",0.85,,5.63,
OTEX,Open Text Cp,35.04,34.33,34.37,"54,558",-0.08,,0.23,
OTIC,Otonomy Inc,4.300,4.100,4.150,"17,011",-0.100,,2.35,
OTIV,On Track Innovations,1.020,1.000,1.010,"21,155",0.000,,0.00,
OTTR,Otter Tail Corp,43.55,42.95,43.05,"3,644",-0.30,,0.69,
OTTW,Ottawa Saving Bcp Il,13.81,13.75,13.75,"4,400",0.01,,0.07,
OVAS,Ovascience,0.8100,0.7800,0.7800,"22,907",-0.0100,,1.27,
OVBC,Ohio Valley Banc Cp,42.85,41.30,42.70,"13,500",0.80,,1.91,
OVID,Ovid Therapeutics Inc,7.040,6.510,7.040,"1,750",0.190,,2.77,
OVLY,Oak Valley Bancp CA,22.00,21.30,22.00,"4,000",0.54,,2.52,
OXBR,Oxbridge Ord Shrs,2.260,2.200,2.250,"10,200",0.000,,0.00,
OXBRW,Oxbridge Warrants,0.0700,0.0700,0.0700,"2,300",0.0000,,0.00,
OXFD,Oxford Immunotec,13.04,12.73,12.73,"2,255",0.03,,0.24,
OXLC,Oxford Lane Capital,10.29,10.24,10.28,"18,401",0.02,,0.19,
OXLCM,Oxford Lane Capital Corp Pfd Ser 2024,25.50,25.50,25.50,200,0.00,,0.00,
OXLCO,Oxford Lane Cap 7.5,25.44,25.44,25.44,500,0.04,,0.14,
OXSQ,Oxford Square Capital Corp.,6.280,6.260,6.270,"22,108",0.030,,0.48,
OXSQL,Oxford Square Capital Corp. 6.50% Note,25.77,25.38,25.60,"2,300",0.02,,0.06,
OZRK,Bank of The Ozarks,48.68,47.93,48.21,"58,058",0.01,,0.02,
PAAS,Pan Amer Silver Corp,16.00,15.75,15.97,"76,149",0.02,,0.13,
PACB,Pacific Biosciences,2.390,2.320,2.350,"53,156",0.030,,1.29,
PACW,Pacwest Bancorp,49.50,48.94,49.31,"33,199",0.21,,0.43,
PAGG,Global Agriculture PS,26.73,26.55,26.73,900,0.08,,0.30,
PAHC,Phibro Anl Htlh A,40.30,39.80,39.80,"1,518",-0.20,,0.50,
PANL,Pangaea Logistics So,2.660,2.500,2.500,309,0.060,,2.46,
PATI,Patriot TR HD,18.66,18.66,18.66,200,-0.34,,1.79,
PATK,Patrick Inds Inc,61.90,60.85,60.95,"9,945",0.40,,0.66,
PAVM,Pavmed Inc,1.700,1.680,1.680,"5,801",-0.050,,2.89,
PAVMW,Pavmed Inc WT,0.2500,0.2500,0.2500,900,-0.1900,,43.18,
PAYX,Paychex Inc,62.44,61.78,61.95,"59,705",0.14,,0.23,
PBBI,Pb Bancorp Inc,10.55,10.40,10.40,"8,800",0.05,,0.48,
PBCT,People's United Finl,18.96,18.75,18.83,"303,746",0.08,,0.43,
PBCTP,Peoples Utd Finl Inc,26.00,25.99,26.00,435,-0.04,,0.15,
PBHC,Pathfinder Bcp MD,15.31,15.31,15.31,200,0.05,,0.33,
PBIB,Porter Bancorp Inc,13.50,12.95,13.05,"19,100",-0.30,,2.25,
PBIP,Prudential Bancorp,18.19,17.95,17.95,"4,800",0.00,,0.00,
PBPB,Potbelly Corp,12.45,12.25,12.30,"2,832",0.00,,0.00,
PBSK,Poage Bankshares Inc,19.25,19.23,19.25,"1,300",0.10,,0.52,
PBYI,Puma Biotechnology,67.00,65.40,65.70,"21,897",-0.80,,1.20,
PCAR,Paccar Inc,68.16,67.46,67.66,"603,386",0.33,,0.49,
PCH,Potlatch Cp,53.45,52.75,52.97,"24,603",0.07,,0.13,
PCMI,PCM Inc,8.500,8.250,8.260,"12,370",-0.140,,1.67,
PCOM,Points Intl Ltd,10.18,9.91,10.18,"3,336",0.19,,1.90,
PCRX,Pacira Pharm Inc,29.49,28.90,29.35,"20,128",0.50,,1.73,
PCSB,Pcsb Financial Corp,21.13,20.75,20.76,670,0.05,,0.24,
PCTI,Pc-Tel Inc,7.260,7.260,7.260,345,0.000,,0.00,
PCTY,Paylocity Hldng Corp,51.96,51.25,51.83,"7,628",0.85,,1.67,
PCYG,Park City Group,9.250,9.200,9.200,"1,016",0.100,,1.10,
PCYO,Pure Cycle Corp,9.350,9.300,9.350,"3,131",0.100,,1.08,
PDBC,DB Optimum Yield Dvsd Commodity Strate,17.64,17.52,17.61,"52,147",0.03,,0.17,
PDCE,Pdc Energy Inc,48.01,47.51,47.74,"36,566",0.40,,0.84,
PDCO,Patterson Companies,22.20,21.83,22.06,"128,833",0.02,,0.09,
PDEX,Pro-Dex Inc New,7.000,7.000,7.000,"1,112",0.100,,1.45,
PDFS,Pdf Solutions Inc,11.60,11.38,11.50,"9,754",0.13,,1.14,
PDLB,Pdl Community Bancorp,14.67,14.47,14.67,"15,500",0.16,,1.10,
PDLI,Pdl Biopharma Inc,3.080,3.030,3.040,"80,689",0.000,,0.00,
PDP,DWA Momentum Portfolio PS,52.83,52.63,52.65,"1,508",0.24,,0.46,
PDVW,Pdvwireless,30.00,30.00,30.00,224,0.00,,0.00,
PEBK,Peoples Bancorp Nc,31.69,30.04,31.69,"1,547",1.51,,5.00,
PEBO,Peoples Bancorp Inc,35.73,35.16,35.16,"2,922",-0.58,,1.62,
PEGA,Pegasystems Inc,62.50,61.90,62.20,"38,093",-0.05,,0.08,
PEGI,Pattern Energy Cl A,17.48,17.22,17.37,"59,797",0.00,,0.00,
PEIX,Pacific Ethanol Inc,3.050,2.950,3.040,"59,251",0.090,,3.05,
PENN,Penn Natl Gaming Inc,26.58,26.00,26.30,"68,225",0.29,,1.11,
PEP,Pepsico Inc,110.7,109.8,110.2,"622,792",0.0,,0.02,
PERI,Perion Network Ltd,0.8200,0.7800,0.8000,"1,500",-0.0200,,2.44,
PERY,Perry Ellis Int,26.71,26.18,26.38,"14,001",-0.21,,0.79,
PESI,Perma-Fix Envir,4.360,4.300,4.350,"3,893",0.050,,1.16,
PETQ,Petiq Inc Class A,25.01,24.29,24.45,"24,610",-0.39,,1.57,
PETS,Petmed Express Inc,41.64,40.90,41.19,"14,089",-0.18,,0.44,
PETX,Aratana Theraptcs,5.270,4.980,5.150,"272,668",0.200,,4.04,
